player_id,short_name,long_name,age,dob,height_cm,weight_kg,fifa_version,fifa_update,update_as_of,player_positions,overall,potential,value_eur,club_name,league_name,nationality_name,preferred_foot,skill_moves,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,skill_dribbling,skill_long_passing,skill_ball_control,movement_acceleration,movement_agility,power_shot_power,power_long_shots,mentality_positioning,mentality_vision,defending_marking_awareness,defending_standing_tackle,goalkeeping_positioning,goalkeeping_reflexes,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb,gk
191043,a.sandro,Alex Sandro,33,1/26/1991,180,78,24,2,9/22/2023,LB,78,78,2000000,Juventus,Italian Serie A,Brazil,Left,3,65,74,79,75,77,82,55,72,73,79,73,81,71,69,76,66,69,72,74,78,5,14,77+3,77+3,77+3,82,80,80,80,82,80+3,80+3,80+3,82+3,78+3,78+3,78+3,82+3,81+3,78+3,78+3,78+3,81+3,80+3,76+3,76+3,76+3,80+3,18+3
191740,a.herrera,Ander Herrera,34,8/14/1989,181,73,24,2,9/22/2023,CM,79,79,2500000,Athletic Club,Spanish La Liga,Spain,Right,3,71,77,77,79,74,71,68,63,78,77,78,80,65,72,80,80,76,80,82,80,7,7,72+3,72+3,72+3,79,78,78,78,79,82,82,82,80+2,82,82,82,80+2,77+3,79+3,79+3,79+3,77+3,74+3,71+3,71+3,71+3,74+3,15+3
192318,m.gotze,Mario Götze,31,6/3/1992,176,71,24,2,9/22/2023,CAM,82,82,7000000,Eintracht Frankfurt,German Bundesliga,Germany,Right,4,75,83,84,55,71,80,75,47,84,84,84,90,68,78,87,81,81,86,65,42,10,12,81+3,81+3,81+3,81,82,82,82,81,82+3,82+3,82+3,81+3,78+3,78+3,78+3,81+3,65+3,63+3,63+3,63+3,65+3,62+3,56+3,56+3,56+3,62+3,17+3
192505,r.lukaku,Romelu Lukaku,30,5/13/1993,192,91,24,2,9/22/2023,ST,84,84,30000000,Roma,Italian Serie A,Belgium,Left,3,84,74,82,38,82,73,86,83,74,82,74,78,72,59,77,70,85,75,27,41,8,5,83+3,83+3,83+3,83,84,84,84,83,82+3,82+3,82+3,81+3,74+3,74+3,74+3,81+3,62+3,58+3,58+3,58+3,62+3,59+3,52+3,52+3,52+3,59+3,17+3
192638,m.alonso,Marcos Alonso,33,12/28/1990,188,84,24,2,9/22/2023,LB,79,79,3000000,Barcelona,Spanish La Liga,Spain,Left,3,74,81,78,78,76,84,70,83,78,78,78,83,55,64,84,75,77,74,76,82,5,14,77+3,77+3,77+3,82,80,80,80,82,80+3,80+3,80+3,82+3,78+3,78+3,78+3,82+3,81+3,78+3,78+3,78+3,81+3,80+3,76+3,76+3,76+3,80+3,18+3
192883,h.mkhitaryan,Henrikh Mkhitaryan,35,1/21/1989,178,72,24,2,9/22/2023,CAM,81,81,6000000,Internazionale,Italian Serie A,Armenia,Right,4,79,79,82,56,72,77,78,68,82,82,82,85,80,85,80,74,81,84,60,53,10,12,81+3,81+3,81+3,81,82,82,82,81,82+3,82+3,82+3,81+3,78+3,78+3,78+3,81+3,65+3,63+3,63+3,63+3,65+3,62+3,56+3,56+3,56+3,62+3,17+3
193198,n.gudelj,Nemanja Gudelj,32,11/16/1991,187,73,24,2,9/22/2023,CB,80,80,4000000,Sevilla,Spanish La Liga,Serbia,Right,3,73,78,66,79,85,74,62,77,76,66,76,79,52,61,83,78,65,74,80,80,11,12,64+3,64+3,64+3,60,62,62,62,60,63+3,63+3,63+3,63+3,69+3,69+3,69+3,63+3,74+3,79+3,79+3,79+3,74+3,76+3,82,82,82,76+3,18+3
193476,r.cabella,Rémy Cabella,34,3/8/1990,171,66,24,2,9/22/2023,CAM,79,79,4000000,Lille,French Ligue 1,France,Right,4,73,77,83,40,54,73,74,57,78,83,78,80,79,85,79,76,74,80,55,33,10,12,81+3,81+3,81+3,81,82,82,82,81,82+3,82+3,82+3,81+3,78+3,78+3,78+3,81+3,65+3,63+3,63+3,63+3,65+3,62+3,56+3,56+3,56+3,62+3,17+3
193747,k.koke,Koke,32,1/8/1992,170,73,24,2,9/22/2023,CDM,84,84,12000000,AtlÃ©tico Madrid,Spanish La Liga,Spain,Right,3,72,85,77,79,78,85,69,61,85,77,85,83,70,70,86,83,76,85,82,83,5,9,71+3,71+3,71+3,71,73,73,73,71,75+3,75+3,75+3,74+3,80+3,80+3,80+3,74+3,79+3,83+3,83+3,83+3,79+3,79+3,82+3,82+3,82+3,79+3,17+3
195086,d.lovren,Dejan Lovren,34,7/5/1989,188,83,24,2,9/22/2023,CB,78,78,2000000,Lyon,French Ligue 1,Croatia,Right,2,40,60,63,79,78,59,33,80,58,63,58,65,46,46,68,67,21,56,79,81,11,12,64+3,64+3,64+3,60,62,62,62,60,63+3,63+3,63+3,63+3,69+3,69+3,69+3,63+3,74+3,79+3,79+3,79+3,74+3,76+3,82,82,82,76+3,18+3
196978,c.wilson,Callum Wilson,32,2/27/1992,180,66,24,2,9/22/2023,ST,82,82,13000000,Newcastle United,English Premier League,England,Right,3,82,67,77,42,76,61,86,79,68,77,68,82,78,75,73,62,87,70,40,40,6,5,81+1,81+1,81+1,73,78,78,78,73,77+3,77+3,77+3,72+3,74+3,74+3,74+3,72+3,56+3,61+3,61+3,61+3,56+3,53+3,57+3,57+3,57+3,53+3,18+3
197445,d.alaba,David Alaba,31,6/24/1992,180,72,24,2,9/22/2023,CB,85,85,25000000,Real Madrid,Spanish La Liga,Austria,Left,3,71,83,77,85,77,83,63,77,80,77,80,85,79,76,89,80,73,78,87,84,5,14,66+3,66+3,66+3,65,66,66,66,65,67+3,67+3,67+3,66+3,71+3,71+3,71+3,66+3,75+3,80+3,80+3,80+3,75+3,78+3,84+1,84+1,84+1,78+3,19+3
197781,i.isco,Isco,32,4/21/1992,177,73,24,2,9/22/2023,CAM,80,80,8000000,Real Betis,Spanish La Liga,Spain,Right,4,72,80,84,59,56,78,72,55,80,84,80,85,64,76,80,79,76,81,61,62,10,12,81+3,81+3,81+3,81,82,82,82,81,82+3,82+3,82+3,81+3,78+3,78+3,78+3,81+3,65+3,63+3,63+3,63+3,65+3,62+3,56+3,56+3,56+3,62+3,17+3
197891,j.juanmi,Juanmi,30,5/20/1993,169,63,24,2,9/22/2023,LM,79,79,8000000,CÃ¡diz,Spanish La Liga,Spain,Right,3,79,72,80,31,62,78,83,78,71,80,71,81,81,79,77,63,84,70,23,28,9,7,80+3,80+3,80+3,83,83,83,83,83,82+3,82+3,82+3,83+2,77+3,77+3,77+3,83+2,71+3,68+3,68+3,68+3,71+3,67+3,61+3,61+3,61+3,67+3,16+3
198032,d.burn,Dan Burn,31,5/9/1992,198,87,24,2,9/22/2023,CB,79,79,10000000,Newcastle United,English Premier League,England,Left,2,34,67,69,80,85,68,25,78,64,69,64,67,40,33,75,67,56,60,77,80,11,12,64+3,64+3,64+3,60,62,62,62,60,63+3,63+3,63+3,63+3,69+3,69+3,69+3,63+3,74+3,79+3,79+3,79+3,74+3,76+3,82,82,82,76+3,18+3
198164,j.viera,Jonathan Viera,34,10/21/1989,170,63,24,2,9/22/2023,CAM,80,80,1200000,AlmerÃ­a,Spanish La Liga,Spain,Right,4,74,79,80,63,72,73,76,65,82,80,82,79,84,91,81,79,77,85,66,63,10,12,81+3,81+3,81+3,81,82,82,82,81,82+3,82+3,82+3,81+3,78+3,78+3,78+3,81+3,65+3,63+3,63+3,63+3,65+3,62+3,56+3,56+3,56+3,62+3,17+3
198176,s.devrij,Stefan de Vrij,32,2/5/1992,189,78,24,2,9/22/2023,CB,82,82,8000000,Internazionale,Italian Serie A,Netherlands,Right,2,41,64,66,84,76,49,25,81,67,66,67,72,66,61,74,71,31,70,87,85,11,12,64+3,64+3,64+3,60,62,62,62,60,63+3,63+3,63+3,63+3,69+3,69+3,69+3,63+3,74+3,79+3,79+3,79+3,74+3,76+3,82,82,82,76+3,18+3
198451,d.rodriguez,Dani Rodríguez,35,6/6/1988,178,71,24,2,9/22/2023,RM,78,78,1200000,Mallorca,Spanish La Liga,Spain,Right,3,75,76,75,63,69,72,79,56,76,75,76,78,78,65,78,74,74,76,64,69,8,5,61+2,61+2,61+2,64,63,63,63,64,63+2,63+2,63+2,63+2,59+2,59+2,59+2,63+2,52+2,50+2,50+2,50+2,52+2,50+2,45+2,45+2,45+2,50+2,14+2
198706,l.alberto,Luis Alberto,31,9/28/1992,182,73,24,2,9/22/2023,CM,84,84,14000000,Lazio,Italian Serie A,Spain,Right,4,77,85,83,62,58,69,75,49,88,83,88,90,72,77,90,88,76,91,64,66,13,14,73+2,73+2,73+2,79,79,79,79,79,81+2,81+2,81+2,80+2,84,84,84,80+2,80+2,82+2,82+2,82+2,80+2,79+2,76+2,76+2,76+2,79+2,19+2
198950,p.sarabia,Pablo Sarabia,31,5/11/1992,176,69,24,2,9/22/2023,RM,78,78,12000000,Wolverhampton Wanderers,English Premier League,Spain,Left,4,73,80,80,57,60,81,72,61,80,80,80,81,72,81,81,77,77,81,58,54,8,5,61+2,61+2,61+2,64,63,63,63,64,63+2,63+2,63+2,63+2,59+2,59+2,59+2,63+2,52+2,50+2,50+2,50+2,52+2,50+2,45+2,45+2,45+2,50+2,14+2
199439,m.gregoritsch,Michael Gregoritsch,30,4/18/1994,193,74,24,2,9/22/2023,ST,79,79,8000000,Freiburg,German Bundesliga,Austria,Left,3,79,71,73,42,76,65,82,86,72,73,72,79,55,55,73,66,83,74,33,40,11,8,76,76,76,76,76,76,76,76,76,76,76,76,73+2,73+2,73+2,76,62+2,62+2,62+2,62+2,62+2,59+2,57+2,57+2,57+2,59+2,18+2
199576,o.romeu,Oriol Romeu,32,9/24/1991,183,83,24,2,9/22/2023,CDM,80,80,3000000,Barcelona,Spanish La Liga,Spain,Right,2,54,69,65,79,82,46,45,73,72,65,72,75,50,53,80,75,64,74,81,80,10,15,73+2,73+2,73+2,75,76,76,76,75,78+2,78+2,78+2,77+2,81+2,81+2,81+2,77+2,79+2,81+2,81+2,81+2,79+2,78+2,78+2,78+2,78+2,78+2,19+2
199845,f.acerbi,Francesco Acerbi,36,2/10/1988,192,87,24,2,9/22/2023,CB,83,83,4000000,Internazionale,Italian Serie A,Italy,Left,3,50,64,65,86,80,34,37,84,64,65,64,71,61,32,75,79,20,65,85,87,6,8,60+2,60+2,60+2,56,58,58,58,56,58+2,58+2,58+2,60+2,66+2,66+2,66+2,60+2,73+2,78+2,78+2,78+2,73+2,75+2,83+2,83+2,83+2,75+2,18+2
200458,l.digne,Lucas Digne,30,7/20/1993,178,73,24,2,9/22/2023,LB,79,79,12000000,Aston Villa,English Premier League,France,Left,3,69,78,76,76,74,86,60,70,76,76,76,77,78,72,77,73,73,75,75,77,5,14,77+3,77+3,77+3,82,80,80,80,82,80+3,80+3,80+3,82+3,78+3,78+3,78+3,82+3,81+3,78+3,78+3,78+3,81+3,80+3,76+3,76+3,76+3,80+3,18+3
200724,n.fernandez,Nacho Fernández,34,1/18/1990,179,74,24,2,9/22/2023,CB,83,83,4000000,Real Madrid,Spanish La Liga,Spain,Right,2,37,69,64,82,80,70,32,79,61,64,61,79,69,65,84,67,37,53,83,83,6,8,60+2,60+2,60+2,56,58,58,58,56,58+2,58+2,58+2,60+2,66+2,66+2,66+2,60+2,73+2,78+2,78+2,78+2,73+2,75+2,83+2,83+2,83+2,75+2,18+2
200888,d.pereira,Danilo Pereira,32,9/9/1991,188,66,24,2,9/22/2023,CDM,81,81,9000000,Paris Saint-Germain,French Ligue 1,Portugal,Right,3,63,70,73,80,86,56,57,83,70,73,70,75,40,52,80,77,70,70,81,81,10,15,73+2,73+2,73+2,75,76,76,76,75,78+2,78+2,78+2,77+2,81+2,81+2,81+2,77+2,79+2,81+2,81+2,81+2,79+2,78+2,78+2,78+2,78+2,78+2,19+2
201119,i.ismaily,Ismaily,34,1/11/1990,177,69,24,2,9/22/2023,LB,78,78,2000000,Lille,French Ligue 1,Brazil,Left,4,64,73,78,73,75,78,60,58,72,78,72,79,84,72,77,67,77,71,78,74,5,14,77+3,77+3,77+3,82,80,80,80,82,80+3,80+3,80+3,82+3,78+3,78+3,78+3,82+3,81+3,78+3,78+3,78+3,81+3,80+3,76+3,76+3,76+3,80+3,18+3
201305,g.paulista,Gabriel Paulista,33,11/26/1990,187,86,24,2,9/22/2023,CB,78,78,2500000,AtlÃ©tico Madrid,Spanish La Liga,Brazil,Right,2,49,66,58,79,79,63,42,81,64,58,64,65,64,65,72,72,51,62,82,78,11,12,64+3,64+3,64+3,60,62,62,62,60,63+3,63+3,63+3,63+3,69+3,69+3,69+3,63+3,74+3,79+3,79+3,79+3,74+3,76+3,82,82,82,76+3,18+3
201455,g.kondogbia,Geoffrey Kondogbia,31,2/15/1993,188,78,24,2,9/22/2023,CM,81,81,15000000,Marseille,French Ligue 1,Central African Republic,Left,3,75,76,75,81,89,64,69,77,78,75,78,80,67,72,82,81,79,81,83,81,7,7,72+3,72+3,72+3,79,78,78,78,79,82,82,82,80+2,82,82,82,80+2,77+3,79+3,79+3,79+3,77+3,74+3,71+3,71+3,71+3,74+3,15+3
201519,j.veretout,Jordan Veretout,31,3/1/1993,176,66,24,2,9/22/2023,CM,80,80,15000000,Marseille,French Ligue 1,France,Right,3,75,78,77,76,80,69,71,59,78,77,78,81,76,77,82,80,75,79,76,81,7,7,72+3,72+3,72+3,79,78,78,78,79,82,82,82,80+2,82,82,82,80+2,77+3,79+3,79+3,79+3,77+3,74+3,71+3,71+3,71+3,74+3,15+3
202024,r.freuler,Remo Freuler,32,4/15/1992,180,79,24,2,9/22/2023,CDM,78,78,6500000,Bologna,Italian Serie A,Switzerland,Right,4,69,73,76,74,73,63,65,41,74,76,74,80,63,67,78,76,75,75,77,78,10,15,73+2,73+2,73+2,75,76,76,76,75,78+2,78+2,78+2,77+2,81+2,81+2,81+2,77+2,79+2,81+2,81+2,81+2,79+2,78+2,78+2,78+2,78+2,78+2,19+2
202335,e.dier,Eric Dier,30,1/15/1994,188,87,24,2,9/22/2023,CB,77,77,12000000,Bayern Munich,German Bundesliga,England,Right,2,63,68,65,76,81,64,52,80,65,65,65,68,49,34,71,74,51,62,74,77,11,12,64+3,64+3,64+3,60,62,62,62,60,63+3,63+3,63+3,63+3,69+3,69+3,69+3,63+3,74+3,79+3,79+3,79+3,74+3,76+3,82,82,82,76+3,18+3
202648,s.darder,Sergi Darder,30,12/22/1993,180,67,24,2,9/22/2023,CM,83,83,6000000,Mallorca,Spanish La Liga,Spain,Right,3,76,82,84,74,77,75,74,60,83,84,83,84,80,82,86,85,78,84,76,76,7,7,72+3,72+3,72+3,79,78,78,78,79,82,82,82,80+2,82,82,82,80+2,77+3,79+3,79+3,79+3,77+3,74+3,71+3,71+3,71+3,74+3,15+3
202651,s.suso,Suso,30,11/19/1993,176,69,24,2,9/22/2023,RW,80,80,5000000,Sevilla,Spanish La Liga,Spain,Left,4,76,80,84,32,51,82,74,50,80,84,80,85,73,79,81,75,78,79,20,23,5,6,81+2,81+2,81+2,84,84,84,84,84,85,85,85,84+1,78+2,78+2,78+2,84+1,63+2,62+2,62+2,62+2,63+2,58+2,52+2,52+2,52+2,58+2,14+2
202652,r.sterling,Raheem Sterling,29,12/8/1994,170,69,24,2,9/22/2023,LW,83,83,45000000,Chelsea,English Premier League,England,Right,4,78,76,86,45,67,78,79,46,76,86,76,81,90,94,77,67,87,76,30,53,8,7,79+2,79+2,79+2,82,82,82,82,82,82,82,82,81+1,78+2,78+2,78+2,81+1,71+2,69+2,69+2,69+2,71+2,69+2,63+2,63+2,63+2,69+2,19+2
202695,j.tarkowski,James Tarkowski,31,11/19/1992,185,81,24,2,9/22/2023,CB,79,79,13000000,Everton,English Premier League,England,Right,2,45,62,55,81,79,59,40,82,62,55,62,64,49,55,63,71,43,62,78,83,11,12,64+3,64+3,64+3,60,62,62,62,60,63+3,63+3,63+3,63+3,69+3,69+3,69+3,63+3,74+3,79+3,79+3,79+3,74+3,76+3,82,82,82,76+3,18+3
202884,l.spinazzola,Leonardo Spinazzola,31,3/25/1993,186,74,24,2,9/22/2023,LWB,80,80,4000000,Roma,Italian Serie A,Italy,Right,4,64,72,80,76,69,79,60,69,72,80,72,79,93,80,76,64,77,72,78,78,7,7,73+2,73+2,73+2,79,78,78,78,79,79+2,79+2,79+2,80+2,80+2,80+2,80+2,80+2,80+2,78+2,78+2,78+2,80+2,78+2,73+2,73+2,73+2,78+2,16+2
203263,h.maguire,Harry Maguire,31,3/5/1993,188,78,24,2,9/22/2023,CB,79,79,20000000,Manchester United,English Premier League,England,Right,2,57,67,68,78,82,51,48,85,67,68,67,73,44,36,77,77,61,67,80,79,11,12,64+3,64+3,64+3,60,62,62,62,60,63+3,63+3,63+3,63+3,69+3,69+3,69+3,63+3,74+3,79+3,79+3,79+3,74+3,76+3,82,82,82,76+3,18+3
203747,h.bellerin,Héctor Bellerín,29,3/19/1995,177,73,24,2,9/22/2023,RB,78,78,5000000,Real Betis,Spanish La Liga,Spain,Right,3,51,70,76,74,64,76,52,60,68,76,68,78,79,75,76,59,67,66,76,77,5,10,73+2,73+2,73+2,78,77,77,77,78,77+2,77+2,77+2,79+2,77+2,77+2,77+2,79+2,81+2,78+2,78+2,78+2,81+2,80+2,76+2,76+2,76+2,80+2,18+2
204311,k.zouma,Kurt Zouma,29,10/27/1994,190,92,24,2,9/22/2023,CB,79,79,25000000,West Ham United,English Premier League,France,Right,2,51,61,50,79,83,49,47,83,60,50,60,62,52,47,67,67,49,60,77,79,11,12,64+3,64+3,64+3,60,62,62,62,60,63+3,63+3,63+3,63+3,69+3,69+3,69+3,63+3,74+3,79+3,79+3,79+3,74+3,76+3,82,82,82,76+3,18+3
204525,i.martinez,Iñigo Martínez,32,5/17/1991,181,77,24,2,9/22/2023,CB,82,82,6000000,Barcelona,Spanish La Liga,Spain,Left,2,56,67,48,82,80,53,42,81,61,48,61,74,70,66,75,80,52,55,83,82,11,12,64+3,64+3,64+3,60,62,62,62,60,63+3,63+3,63+3,63+3,69+3,69+3,69+3,63+3,74+3,79+3,79+3,79+3,74+3,76+3,82,82,82,76+3,18+3
204614,m.rui,Mário Rui,32,5/27/1991,170,67,24,2,9/22/2023,LB,81,81,4000000,Napoli,Italian Serie A,Portugal,Left,3,57,77,78,76,68,83,42,60,74,78,74,80,84,88,78,76,64,70,78,78,5,14,77+3,77+3,77+3,82,80,80,80,82,80+3,80+3,80+3,82+3,78+3,78+3,78+3,82+3,81+3,78+3,78+3,78+3,81+3,80+3,76+3,76+3,76+3,80+3,18+3
204639,s.savic,Stefan Savi?,33,1/8/1991,188,82,24,2,9/22/2023,CB,82,82,3000000,AtlÃ©tico Madrid,Spanish La Liga,Montenegro,Right,2,35,57,47,85,80,36,34,84,56,47,56,66,59,57,72,71,29,55,84,85,11,12,64+3,64+3,64+3,60,62,62,62,60,63+3,63+3,63+3,63+3,69+3,69+3,69+3,63+3,74+3,79+3,79+3,79+3,74+3,76+3,82,82,82,76+3,18+3
204923,m.sabitzer,Marcel Sabitzer,30,3/17/1994,176,69,24,2,9/22/2023,CM,80,80,20000000,Dortmund,German Bundesliga,Austria,Right,3,81,80,79,72,75,74,78,60,80,79,80,83,73,74,83,81,77,81,75,76,7,7,72+3,72+3,72+3,79,78,78,78,79,82,82,82,80+2,82,82,82,80+2,77+3,79+3,79+3,79+3,77+3,74+3,71+3,71+3,71+3,74+3,15+3
205175,a.milik,Arkadiusz Milik,30,2/28/1994,186,78,24,2,9/22/2023,ST,81,81,7000000,Juventus,Italian Serie A,Poland,Left,3,83,72,77,40,74,63,84,85,75,77,75,83,55,69,75,64,83,78,36,34,6,5,81+1,81+1,81+1,73,78,78,78,73,77+3,77+3,77+3,72+3,74+3,74+3,74+3,72+3,56+3,61+3,61+3,61+3,56+3,53+3,57+3,57+3,57+3,53+3,18+3
205431,n.fullkrug,Niclas Füllkrug,31,2/9/1993,188,82,24,2,9/22/2023,ST,80,80,15000000,Dortmund,German Bundesliga,Germany,Right,3,83,70,74,40,78,65,84,84,72,74,72,79,62,60,74,59,83,75,24,40,6,5,81+1,81+1,81+1,73,78,78,78,73,77+3,77+3,77+3,72+3,74+3,74+3,74+3,72+3,56+3,61+3,61+3,61+3,56+3,53+3,57+3,57+3,57+3,53+3,18+3
205452,a.rudiger,Antonio Rüdiger,31,3/3/1993,191,84,24,2,9/22/2023,CB,85,85,25000000,Real Madrid,Spanish La Liga,Germany,Right,2,54,71,64,84,86,68,40,81,66,64,66,71,71,56,80,82,49,61,82,84,5,14,66+3,66+3,66+3,65,66,66,66,65,67+3,67+3,67+3,66+3,71+3,71+3,71+3,66+3,75+3,80+3,80+3,80+3,75+3,78+3,84+1,84+1,84+1,78+3,19+3
205498,j.jorginho,Jorginho,32,12/20/1991,180,64,24,2,9/22/2023,CDM,83,83,15000000,Arsenal,English Premier League,Italy,Right,3,67,84,79,74,73,75,65,56,84,79,84,87,63,72,89,88,69,84,80,80,10,15,73+2,73+2,73+2,75,76,76,76,75,78+2,78+2,78+2,77+2,81+2,81+2,81+2,77+2,79+2,81+2,81+2,81+2,79+2,78+2,78+2,78+2,78+2,78+2,19+2
205569,j.wardprowse,James Ward-Prowse,29,11/1/1994,173,66,24,2,9/22/2023,CM,78,78,35000000,West Ham United,English Premier League,England,Right,3,72,85,71,64,71,90,70,57,83,71,83,80,63,72,84,83,65,81,64,70,11,6,70+2,70+2,70+2,75,74,74,74,75,75+2,75+2,75+2,75+2,75+2,75+2,75+2,75+2,72+2,72+2,72+2,72+2,72+2,70+2,66+2,66+2,66+2,70+2,16+2
205632,l.ocampos,Lucas Ocampos,29,7/11/1994,187,83,24,2,9/22/2023,RW,80,80,12000000,Sevilla,Spanish La Liga,Argentina,Right,4,80,77,83,62,83,79,80,77,77,83,77,82,78,78,80,72,81,77,70,57,5,6,81+2,81+2,81+2,84,84,84,84,84,85,85,85,84+1,78+2,78+2,78+2,84+1,63+2,62+2,62+2,62+2,63+2,58+2,52+2,52+2,52+2,58+2,14+2
205923,b.davies,Ben Davies,31,4/24/1993,181,76,24,2,9/22/2023,CB,77,77,12000000,Tottenham Hotspur,English Premier League,Wales,Left,3,58,72,70,78,72,71,58,73,68,70,68,76,63,64,78,75,60,64,78,79,11,12,64+3,64+3,64+3,60,62,62,62,60,63+3,63+3,63+3,63+3,69+3,69+3,69+3,63+3,74+3,79+3,79+3,79+3,74+3,76+3,82,82,82,76+3,18+3
206113,s.gnabry,Serge Gnabry,28,7/14/1995,173,73,24,2,9/22/2023,RM,84,84,45000000,Bayern Munich,German Bundesliga,Germany,Right,4,84,78,85,43,68,77,85,42,79,85,79,82,84,86,83,73,85,80,38,44,8,5,61+2,61+2,61+2,64,63,63,63,64,63+2,63+2,63+2,63+2,59+2,59+2,59+2,63+2,52+2,50+2,50+2,50+2,52+2,50+2,45+2,45+2,45+2,50+2,14+2
206517,j.grealish,Jack Grealish,28,9/10/1995,175,68,24,2,9/22/2023,LW,85,85,65000000,Manchester City,English Premier League,England,Right,4,76,84,89,53,73,83,76,48,86,89,86,90,79,84,85,81,82,87,49,54,8,7,79+2,79+2,79+2,82,82,82,82,82,82,82,82,81+1,78+2,78+2,78+2,81+1,71+2,69+2,69+2,69+2,71+2,69+2,63+2,63+2,63+2,69+2,19+2
206590,m.gomez,Moi Gómez,29,6/23/1994,174,64,24,2,9/22/2023,CM,79,79,5000000,Osasuna,Spanish La Liga,Spain,Right,4,75,80,78,61,61,79,77,54,80,78,80,81,71,74,81,83,78,80,72,60,7,7,72+3,72+3,72+3,79,78,78,78,79,82,82,82,80+2,82,82,82,80+2,77+3,79+3,79+3,79+3,77+3,74+3,71+3,71+3,71+3,74+3,15+3
207421,l.trossard,Leandro Trossard,29,12/4/1994,172,60,24,2,9/22/2023,CF,81,81,38000000,Arsenal,English Premier League,Belgium,Right,4,80,78,83,30,61,78,81,65,78,83,78,83,88,92,79,77,80,79,18,31,12,10,82+2,82+2,82+2,84,83,83,83,84,83+1,83+1,83+1,83+1,77+3,77+3,77+3,83+1,61+3,59+3,59+3,59+3,61+3,56+3,50+3,50+3,50+3,56+3,19+3
207566,w.carvalho,William Carvalho,32,4/7/1992,187,87,24,2,9/22/2023,CDM,81,81,5000000,Real Betis,Spanish La Liga,Portugal,Right,3,68,78,82,76,84,66,66,70,80,82,80,81,46,45,84,82,73,83,80,74,10,15,73+2,73+2,73+2,75,76,76,76,75,78+2,78+2,78+2,77+2,81+2,81+2,81+2,77+2,79+2,81+2,81+2,81+2,79+2,78+2,78+2,78+2,78+2,78+2,19+2
207616,a.webster,Adam Webster,29,1/4/1995,192,79,24,2,9/22/2023,CB,78,78,20000000,Brighton & Hove Albion,English Premier League,England,Right,2,31,62,69,79,76,50,30,78,58,69,58,74,63,62,77,73,26,55,76,80,11,12,64+3,64+3,64+3,60,62,62,62,60,63+3,63+3,63+3,63+3,69+3,69+3,69+3,63+3,74+3,79+3,79+3,79+3,74+3,76+3,82,82,82,76+3,18+3
207863,f.felipe,Felipe,34,5/16/1989,184,77,24,2,9/22/2023,CB,78,78,1500000,Nottingham Forest,English Premier League,Brazil,Right,2,44,56,55,78,81,45,40,81,53,55,53,61,48,56,69,65,34,50,79,78,11,12,64+3,64+3,64+3,60,62,62,62,60,63+3,63+3,63+3,63+3,69+3,69+3,69+3,63+3,74+3,79+3,79+3,79+3,74+3,76+3,82,82,82,76+3,18+3
208004,j.veltman,Joël Veltman,32,1/15/1992,182,74,24,2,9/22/2023,RB,78,78,10000000,Brighton & Hove Albion,English Premier League,Netherlands,Right,2,49,68,68,80,74,73,50,74,62,68,62,74,60,66,77,73,55,55,80,81,5,10,73+2,73+2,73+2,78,77,77,77,78,77+2,77+2,77+2,79+2,77+2,77+2,77+2,79+2,81+2,78+2,78+2,78+2,81+2,80+2,76+2,76+2,76+2,80+2,18+2
208093,g.moreno,Gerard Moreno,32,4/7/1992,177,74,24,2,9/22/2023,ST,83,83,14000000,Villarreal,Spanish La Liga,Spain,Left,3,85,77,83,46,72,77,88,82,78,83,78,82,77,77,79,75,84,78,42,41,6,5,81+1,81+1,81+1,73,78,78,78,73,77+3,77+3,77+3,72+3,74+3,74+3,74+3,72+3,56+3,61+3,61+3,61+3,56+3,53+3,57+3,57+3,57+3,53+3,18+3
208128,h.calhanoglu,Hakan Çalhano?lu,30,2/8/1994,176,73,24,2,9/22/2023,CM,85,85,40000000,Internazionale,Italian Serie A,Turkey,Right,4,80,86,85,70,66,78,75,53,87,85,87,88,72,83,88,87,74,88,76,70,11,9,83+2,83+2,83+2,82,83,83,83,82,83+2,83+2,83+2,82+3,84+1,84+1,84+1,82+3,81+3,83+2,83+2,83+2,81+3,81+3,83+2,83+2,83+2,81+3,19+3
208135,a.doucoure,Abdoulaye Doucouré,31,1/1/1993,180,59,24,2,9/22/2023,CM,77,77,12000000,Everton,English Premier League,Mali,Right,3,76,70,77,76,80,66,75,69,72,77,72,79,65,61,76,73,75,74,79,79,11,6,70+2,70+2,70+2,75,74,74,74,75,75+2,75+2,75+2,75+2,75+2,75+2,75+2,75+2,72+2,72+2,72+2,72+2,72+2,70+2,66+2,66+2,66+2,70+2,16+2
208268,b.cristante,Bryan Cristante,29,3/3/1995,186,78,24,2,9/22/2023,CDM,81,81,20000000,Roma,Italian Serie A,Italy,Right,3,73,78,76,78,82,70,68,76,78,76,78,80,56,62,82,86,76,79,74,79,10,15,73+2,73+2,73+2,75,76,76,76,75,78+2,78+2,78+2,77+2,81+2,81+2,81+2,77+2,79+2,81+2,81+2,81+2,79+2,78+2,78+2,78+2,78+2,78+2,19+2
